TSTNO| VEHNO| OCCLOC| OCCLOCD| OCCTYP| OCCTYPD| OCCAGE| OCCSEX| OCCSEXD| OCCHT| OCCWT| MTHCAL| MTHCALD| DUMSIZ| DUMSIZD| DUMMAN| DUMMOD| DUMDSC| HH| HW| HR| HS| CD| CS| AD| HD| KD| HB| NB| CB| KB| SEPOSN| SEPOSND| CNTRH1| CNTRH1D| CNTRH2| CTRH2D| CNTRC1| CNTRC1D| CNTRC2| CNTRC2D| CNTRL1| CNTRL1D| CTRL2| CNTRL2D| HIC| T1| T2| CLIP3M| LFEM| RFEM| CSI| LBELT| SBELT| TTI| PELVG| OCCCOM 
4877|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:035|UNMODIFIED|N0 COMMENTS|320|592|270|335|548|292|100|130|168|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|308|45.7|79.6|44|-2812|-3827|0|4520|4235|0|0|NO COMMENTS
4878|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:034|UNMODIFIED|N0 COMMENTS|335|652|235|312|530|248|20|183|105|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|406|58.6|94.6|40.6|-612|-2474|0|7842|4348|0|0|NO COMMENTS
4881|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 066|||341|613|209|308|512|311|131|144|166|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|268|50.8|86.8|42.1|-832|-951|0|5991|3031|0|0|HEAD TO HEADREST
4885|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:027|UNMODIFIED|N0 COMMENTS|0|0|204|0|612|0|0|0|0|194|0|306|0|NA|NOT APPLICABLE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|12|18.1|25.1|8.3|0|0|0|0|0|0|0|DUMMY WAS IN THE INBOARD FACING POSITION LEANING AGAINST DOOR
4887|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:061|NO COMMENTS|NO COMMENTS|347|616|181|296|537|333|109|141|177|9999|9999|9999|9999|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|475|52.9|87.4|49.9|-1941|-4481|524|10478||||CNTRH2: HEAD RESTRAINT
4890|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 065|||466|689|206|346|627|359|151|219|183|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|493|69.1|105.1|38.1|-4735|-4167|0|6521|3993|0|0|HEAD TO HEADREST
4892|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 494|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|28|16.1|31.1|0|-23|-37|0|0|0|0|0|
4893|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:061|NO COMMENTS|NO COMMENTS|398|660|229|334|538|315|84|190|130|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|BP|B PILLAR|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|637|60.5|91|51.6|-1912|-2557|558|9015|0|0|0|CNTRH2: HEAD RESTRAINT
4896|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 517|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|46|113.4|128.4|0|-336|-98|0|0|0|0|0|HEAD TO HEADREST
4898|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 515|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|15|9.4|24.4|0|-44|-144|0|0|0|0|0|
4899|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:061|NO COMMENTS|NO COMMENTS|410|592|218|310|560|330|130|168|137|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|778|51.4|84|46|-1694|-2261|498|7205|0|0|0|CNTRH2: HEAD RESTRAINT
4901|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:034|UNMODIFIED|N0 COMMENTS|337|650|262|325|510|300|113|130|160|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|383|64.5|96.8|38.7|-1108|-3493|0|4967|5141|0|0|NO COMMENTS
4910|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||||50|50 PERCENTILE||||374|567|158|234|654||17|168|213|||||||||||||||||||248|247.5|250.4|42.16|-6054|-235||||||
4911|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY||M|MALE|||||50|50 PERCENTILE||||357|591|175|265|672||25|185|216|||||||||||||||||||483|104.8|140.8|47.58|-7615|-2578||||||
4917|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:035|UNMODIFIED|N0 COMMENTS|400|675|260|310|575|335|90|150|155|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|372|48.9|84.9|44.1|-2682|-7125|0|6043|4899|0|0|NO COMMENTS
4918|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: ARL S/N:150|NO COMMENTS|NO COMMENTS|468|745|288|360|555|312|120|142|185|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|762|61|97|59.3|-8442|-8168|633|5900|0|0|0|CNTRH2: HEAD RESTRAINT
4920|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:034|UNMODIFIED|N0 COMMENTS|362|618|257|300|595|306|85|130|95|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|344|62.8|98.8|46.4|-572|-4095|0|7518|5819|0|0|NO COMMENTS
4921|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 517|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|10|9.4|24.4|0|-85|-33|0|0|0|0|0|
4923|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: ARL S/N:150|NO COMMENTS|NO COMMENTS|400|736|231|340|507|314|132|155|147|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|523|62.5|88.8|49.7|-4725|-4906|508|5733|0|0|0|CNTRH2: HEAD RESTRAINT
4924|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|ASTC, S/N: 169||ADDL. INSTR.: FEMUR 6-AXIS LOAD CELL|455|644|275|343|682|308|148|197|190|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|162|61.52|97.52|38.6|-4471|-1232|255|0|0|0|0|HIC=36MS HIC; 15 MS HIC=77
4925|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|ASTC, S/N: 169||ADDL. INSTR.: FEMUR 6-AXIS LOAD CELL|368|674|258|330|521|309|123|161|120|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|213|78|114|31.9|-1859|-1005|166|0|0|0|0|HIC=36MS HIC; 15 MS HIC=230; CNTRH2=HEAD RESTRAINT
4927|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 066|||513|744|191|351|568|359|108|168|153|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|395|57.5|92.3|36.3|-3385|-4107|0|5923|6166|0|0|HEAD TO HEADREST
4930|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:035|UNMODIFIED|N0 COMMENTS|393|628|255|330|543|305|95|185|142|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|437|63.5|93.2|39.4|-3027|-5684|0|8750|5638|0|0|NO COMMENTS
4931|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:034|UNMODIFIED|N0 COMMENTS|440|732|303|310|555|310|65|147|142|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|233|61.6|97.6|36.1|-936|-1573|0|5131|4308|0|0|NO COMMENTS
4933|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:061|NO COMMENTS|NO COMMENTS|325|611|195|305|544|295|111|132|90|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|HS|HEADER - SIDE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|341|57.2|93.2|40.9|-1571|-3192|429|8457|0|0|0|NONE
4936|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:150|NO COMMENTS|NO COMMENTS|382|676|195|345|600|309|160|155|174|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|483|65.6|101.6|43.7|-3206|-2088|431|2064|0|0|0|CNTRH2: HEAD RESTRAINT
4937|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|ASTC, S/N: 169||ADDL. INSTR.: FEMUR 6-AXIS LOAD CELL|277|566|211|323|476|267|122|129|152|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|520|70.8|103.84|49.4|-4570|-5354|365|0|0|0|0|HIC=36MS HIC; 15 MS HIC=382; CNTRH2=HEAD RESTRAINT
4938|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 515|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|9|5.8|20.8|0|-72|-44|0|0|0|0|0|HEAD TO HEADREST
4952|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 065|||388|581|191|298|567|343|96|135|143|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|HS|HEADER - SIDE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|544|61|97|41.9|-5030|-6911|0|7397|5158|0|0|
4953|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:061|NO COMMENTS|NO COMMENTS|419|760|283|370|543|307|92|210|149|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|597|69.8|104.7|47.9|-1234|-2777|452|7564|4059|0|0|CNTRH2: HEAD RESTRAINT
4955|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|ASTC, S/N: 169||ADDL. INSTR.: FEMUR 6-AXIS LOAD CELL|310|562|194|346|530|307|140|185|140|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|177|73.44|109.44|28.4|-1639|-104|145|0|0|0|0|HIC=36MS HIC; 15 MS HIC=107; CNTRH2=HEAD RESTRAINT
4960|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|9999|999|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:061|NO COMMENTS|NO COMMENTS|364|626|223|343|525|321|111|125|126|9999|9999|9999|9999|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|398|71.8|107.8|37.2|-2891|-4253|425|8187|7142|||CNTRH2: HEAD RESTRAINT
4962|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 506|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|13|8.7|23.7|0|-41|-114|0|0|0|0|0|HEAD TO VISOR
4969|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 066|||420|613|164|267|530|319|82|166|166|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|400|66|102|39.7|-2781|-4509|0|6872|4286|0|0|HEAD TO HEADLINER
4972|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 506|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|OT|OTHER|NO|NONE|13|24.2|39.2|0|-43|-162|0|0|0|0|0|HEAD TO HEADREST; LEGS TO STEERING WHEEL BOTTOM
4978|1|01|LEFT FRONT SEAT|HT|HYBRID III DUMMY WITH THOR LX LEGS|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 505|WITH THOR LEGS||209|692|221|359|434|206|158|210|82|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|79|41.4|77.4|47.1|-4113|-3636|0|0|0|0|0|HEAD TO HEADLINER
4979|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 516|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|OT|OTHER|NO|NONE|19|60|68.2|0|-53|-55|0|0|0|0|0|HEAD TO VISOR; LEFT LEG TO STEERING WHEEL
4984|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|HUMANOID, S/N: 229|UNMODIFIED|NO COMMENTS|390|739|195|337|710|312|111|105|143|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|HW|HEADER - WINDSHIELD|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|142|96.72|132.72|39.3|-4157|-5248|180|0|0|0|0|
4985|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 065|||423|678|201|327|564|360|98|129|168|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|332|71.4|107.4|38.6|-2323|-567|0|5334|5058|0|0|HEAD TO HEADREST
4986|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 506|||346|523|254|336|432|224|162|228|89|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|87|41.3|56.3|0|-3087|-3852|0|0|0|0|0|HEAD TO HEADREST
4987|1|01|LEFT FRONT SEAT|HT|HYBRID III DUMMY WITH THOR LX LEGS|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 517|||270|611|232|362|439|200|164|209|105|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|98|70.2|85.2|0|-3583|-3209|0|0|0|0|0|HEAD TO VISOR
4989|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR, S/N:035|UNMODIFIED|N0 COMMENTS|290|580|235|290|478|280|110|130|145|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|485|58.7|94|46.5|-4341|-3208|0|4829|4254|0|0|NO COMMENTS
4990|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|ASTC, S/N: 169||ADDL. INSTR.: FEMUR 6-AXIS LOAD CELL|270|632|250|347|567|323|150|152|172|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|794|64.56|94.64|51.7|-6285|-7336|507|0|0|0|0|HIC=36MS HIC; 15 MS HIC=556; CNTHR2=HEAD RESTRAINT
4991|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 511|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|OT|OTHER|NO|NONE|36|42.8|57.8|0|-57|-51|0|0|0|0|0|HEAD TO HEADREST; LEGS TO LOWER STEERING WHEEL
4992|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 506|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|OT|OTHER|NO|NONE|72|19.6|34.6|0|-57|-42|0|0|0|0|0|HEAD TO HEADREST; LEGS TO LOWER STEERING WHEEL
4994|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 506|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|OT|OTHER|OT|OTHER|AB|AIR BAG|NO|NONE|OT|OTHER|NO|NONE|8|8.2|18.4|0|-52|-91|0|0|0|0|0|HEAD TO VISOR AND HEADREST; LEGS TO STEERING WHEEL
5034|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|ASTC, S/N: 169||ADDL. INSTR.: FEMUR 6-AXIS LOAD CELL; REDUNDANT HEAD & CHEST ACCELS|417|615|220|320|533|316|118|148|165|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|801|58.88|94.88|54.4|-6486|-6077|602|0|0|0|0|HIC=36MS HIC; 15 MS HIC=430; CNTRH2=ROOF & B-PILLAR
5036|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|ASTC, S/N: 169||ADDL. INSTR.: FEMUR 6-AXIS LOAD CELL; REDUNDANT HEAD & CHEST|490|725|265|345|600|350|125|180|185|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|826|57.92|93.92|57.5|-6111|-6157|915|0|0|0|0|HIC=36MS HIC; 15 MS HIC=446; CNTRH2=HEAD RESTRAINT
5037|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:150|NO COMMENTS|NO COMMENTS|414|645|224|342|557|311|102|199|185|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|586|67|96.3|46|-1557|-664|442|10010|0|0|0|CNTRH2: HEAD RESTRAINT
5040|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 110|||757|682|269|352|588|337|120|169|188|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|305|77.5|113.5|40.4|-4665|-4525|0|3226|3359|0|0|HEAD TO HEADREST
5041|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/N 110|||412|683|209|335|558|375|119|158|185|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|188|62.9|98.9|36.4|-2916|-3746|0|4784|5023|0|0|HEAD TO HEADREST
5043|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|HUMANETICS, S/N: 229|UNMODIFIED|NO COMMENTS|364|646|230|381|503|324|175|124|146|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|246|114.4|129.84|30.7|-2924|-2220|134|0|0|0|0|HIC=36MS;CNTRH2=SUNVISOR
5045|1|01|LEFT FRONT SEAT|S2|SID-IIS SIDE IMPACT DUMMY|0|F|FEMALE|0|0|HS|SIDE IMPACT DUMMY|05|5 PERCENTILE|DENTON, S/N: 020|||245|571|217|328|0|133|161|232|46|0|0|0|0|FW|FORWARD OF CENTER POSITION|OT|OTHER|OT|OTHER|AB|AIR BAG|SW|STEERING WHEEL|DR|DOOR|NO|NONE|397|44.24|74.64|0|0|0|0|0|0|80.4|80.5|CNTRH1=SIDE CURTN AB; CNTRH2=HEAD REST, VISOR,SEATBACK;CNTRC1=TORSO AB
5047|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:150|NO COMMENTS|NO COMMENTS|338|660|228|345|546|324|126|150|167|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|337|46.6|80.8|46|-305|-2286|454|6731|4244|0|0|CNTRH2: HEAD RESTRAINT
5052|1|01|LEFT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR RESEARCH, S/N: 065||ADDL. INSTR.: REDUNDANT HEAD & CHEST/9-ARRAY HEAD/LOWER LEG & FOOT ACC|455|725|220|330|565|362|140|165|160|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|411|58.8|94.8|39|-2406|-3655|416|5839|4459|0|0|HIC=36MS HIC; 15 MS HIC=251; CNTRH2=HEAD RESTRAINT
5054|1|01|LEFT FRONT SEAT|HT|HYBRID III DUMMY WITH THOR LX LEGS|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 505|THOR LEGS||393|704|280|386|529|240|198|252|122|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|40|56.5|71.5|32.6|-4412|-5024|0|0|0|0|0|HEAD TO SUN VISOR
