TSTNO| VEHNO| OCCLOC| OCCLOCD| OCCTYP| OCCTYPD| OCCAGE| OCCSEX| OCCSEXD| OCCHT| OCCWT| MTHCAL| MTHCALD| DUMSIZ| DUMSIZD| DUMMAN| DUMMOD| DUMDSC| HH| HW| HR| HS| CD| CS| AD| HD| KD| HB| NB| CB| KB| SEPOSN| SEPOSND| CNTRH1| CNTRH1D| CNTRH2| CTRH2D| CNTRC1| CNTRC1D| CNTRC2| CNTRC2D| CNTRL1| CNTRL1D| CTRL2| CNTRL2D| HIC| T1| T2| CLIP3M| LFEM| RFEM| CSI| LBELT| SBELT| TTI| PELVG| OCCCOM 
5034|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY, S/N: 416||ADDITIONAL INSTRUMENTATION:  REDUN. HEAD & CHEST ACCELS.|305|534|270|355|384|0|168|150|95|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|428|45.52|81.52|53.6|-2193|-1361|664|0|0|0|0|HIC=36MS HIC; 15 MS HIC=260; CNTRH2=HEAD RESTRAINT
5036|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY, S/N: 416||ADDITIONAL INSTRUMENTATION:  REDUN. HEAD & CHEST ACCELS.|415|740|330|365|410|0|163|193|105|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|898|49.75|84.4|66.8|-4798|-3026|939|0|0|0|0|HIC=36MS HIC; 15 MS HIC=571; CNTRH2=HEAD RESTRAINT, SEAT BACK
5037|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|99|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:245|NO COMMENTS|NO COMMENTS|382|567|208|333|525|0|119|204|131|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|380|61.3|97.3|46.8|-2709|-1047|384|8471|6087|0|0|CNTRH2: HEAD RESTRAINT; SIDE HEADER
5040|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 547|||357|648|315|405|365|0|180|208|96|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|273|67|100.5|38.9|-1832|-1244|0|0|0|0|0|HEAD TO HEADREST
5041|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||364|693|262|244|456|0|193|198|110|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|160|58.9|94.9|37.8|-2891|-7490|0|3009|4032|0|0|HEAD TO HEADREST
5043|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|HUMANETICS, S/N: 230|UNMODIFIED|NO COMMENTS|365|620|200|356|549|0|153|113|180|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|194|92.16|119.52|39|-4822|-4257|211|0|0|0|0|HIC=36MS;CNTRH2=SUNVISOR
5047|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:245|NO COMMENTS|NO COMMENTS|322|610|213|328|564|0|122|138|164|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|369|63.2|99.2|54.5|-2281|-675|442|6678|4851|0|0|CNTRH2: HEAD RESTRAINT
5049|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|3|N|NOT APPLICABLE|9999|999|H3|HYBRID III|3C|3 YEAR OLD CHILD|MFG: DENTON S/N:044|UNMODIFIED|SUBPART P THREE YEAR OLD CHILD|0|0|190|180|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|8|8.7|22|19.1|0|0|11|0|0|0|0|NONE
5050|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|6|N|NOT APPLICABLE|9999|999|H3|HYBRID III|6C|6 YEAR OLD CHILD|MFG: DENTON S/N:182|UNMODIFIED|SUBPART I SIX YEAR OLD CHILD|0|0|282|185|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|1|9|22.7|11.1|0|0|6|0|0|0|0|NONE
5052|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|VECTOR RESEARCH, S/N: 066||ADDL. INSTR.: REDUNDANT HEAD & CHEST/9-ARRAY HEAD/LOWER LEG & FOOT ACC|430|700|210|330|580|0|150|165|175|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|378|63.1|99.1|41|-3449|-1737|366|6970|4186|0|0|HIC=36MS HIC; 15 MS HIC=261; CNTRH2=HEAD RESTRAINT
5054|1|02|RIGHT FRONT SEAT|HT|HYBRID III DUMMY WITH THOR LX LEGS|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 506|||403|698|271|400|474|0|211|271|113|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|299|76.8|91.8|41|-3946|-3910|0|0|0|0|0|HEAD TO HEADREST
5059|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|0|0.9|15.2|0|0|0|0|0|0|0|0|
5060|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|1088|16|H3|HYBRID III|3C|3 YEAR OLD CHILD|FTSS|UNMODIFIED|NO COMMENTS|0|0|328|198|713|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|OT|OTHER|OT|OTHER|OT|OTHER|OT|OTHER|23|6.6|21.6|0|0|0|0|0|0|0|0|
5061|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY, S/N: 416||ADDITIONAL INSTRUMENTATION:  REDUN. HEAD & CHEST ACCELS.|390|700|265|327|470|0|105|195|115|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|401|54.48|87.04|50.3|-4878|-1199|472|0|0|0|0|HIC=36MS HIC; 15 MS HIC=277; CNTRH2=HEAD RESTRAINT, SEAT BACK
5062|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY, S/N: 416||ADDITIONAL INSTRUMENTATION:  REDUN. HEAD & CHEST ACCELS.|300|670|250|370|430|0|185|170|125|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|403|53.84|89.84|42.4|-888|-293|420|0|0|0|0|HIC=36MS HIC; 15 MS HIC=238; CNTRH2=HEAD RESTRAINT
5063|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|HUMANETICS, S/N: 229|UNMODIFIED|NO COMMENTS|332|595|175|338|539|0|122|189|162|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|328|75.44|94.4|37.8|-5937|-5558|187|0|0|0|0|HIC=36MS; CNTRH2=SUN VISOR, WINDSHIELD
5064|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|HUMANETICS, S/N: 229|UNMODIFIED|NO COMMENTS|424|641|195|310|552|0|101|169|142|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|346|95.04|120.32|38|-3645|-4307|192|0|0|0|0|HIC=36MS
5065|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:082|UNMODIFIED|N0 COMMENTS|0|0|360|150|630|0|0|0|0|41|0|80|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|103|5.6|14.4|47.5|0|0|0|0|0|0|0|DUMMY WAS IN THE REARWARD FACING POSITION LEANING AGAINST DOOR
5066|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:082|UNMODIFIED|N0 COMMENTS|0|0|240|160|720|0|0|0|0|35|0|90|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|50|9.4|21.4|51.2|0|0|0|0|0|0|0|DUMMY WAS IN THE REARWARD FACING POSITION LEANING AGAINST DOOR
5067|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:027|UNMODIFIED|N0 COMMENTS|0|0|125|160|500|0|0|0|0|290|0|230|0|NA|NOT APPLICABLE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|14|162.9|166.7|7.7|0|0|0|0|0|0|0|DUMMY WAS IN THE INBOARD FACING POSITION LEANING AGAINST DOOR
5068|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 506|||360|695|264|365|423|0|175|229|89|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|91|81.6|96.6|0|-4107|-4977|0|0|0|0|0|
5069|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|HUMANETICS, S/N: 229|UNMODIFIED|NO COMMENTS|405|660|235|330|540|0|128|173|145|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|203|101.84|137.84|35.3|-4863|-4893|185|0|0|0|0|HIC=36MS; CNTRH2=SUNVISOR
5070|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|HUMANETICS, S/N: 230|UNMODIFIED|NO COMMENTS|416|544|211|328|590|365|98|128|195|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|258|102.64|138.64|39.7|-5983|-3261|222|0|0|0|0|HIC=36MS; CNTRH2=WINDSHIELD, SUNVISOR, ROOF LINER
5071|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 511|||287|578|232|323|411|0|179|204|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|176|74.6|86.6|38|-3970|-3998|0|0|0|0|0|HEAD TO HEADREST
5073|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY, S/N: 416||ADDITIONAL INSTRUMENTATION:  REDUN. HEAD & CHEST ACCELS.|360|543|245|330|432|0|155|180|126|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|931|52.4|88.4|59.3|-3630|-858|705|0|0|0|0|HIC=36MS HIC; 15 MS HIC=698; CNTRH2=SEATBACK, HEAD REST.
5075|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 031|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|18|0.9|15.9|0|0|0|0|0|0|0|0|
5077|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 032|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|OT|OTHER|SB|SEAT BACK|NO|NONE|NO|NONE|NO|NONE|NO|NONE|173|13.1|14.9|0|0|0|0|0|0|0|0|
5079|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 153|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|9|8.5|21.1|0|0|0|0|0|0|0|0|
5080|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||295|533|254|346|363|0|145|169|72|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|366|79.4|108.7|22.8|-900|-749|0|1565|2954|0|0|HEAD TO HEADREST
5081|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||320|557|275|358|375|0|146|147|76|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|293|64.7|100.7|40.8|-1767|-868|0|3189|4026|0|0|HEAD TO HEADREST
5085|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||341|533|267|332|408|0|151|199|112|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|549|60.3|96.3|57.3|-1921|-868|0|4127|4778|0|0|HEAD TO HEADREST
5086|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||331|531|250|322|413|0|171|219|119|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|281|74.9|110.9|31.3|-1292|-880|0|2774|3406|0|0|HEAD TO HEADREST
5087|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY, S/N: 416||ADDITIONAL INSTRUMENTATION:  REDUN. HEAD & CHEST ACCELS.|383|768|312|299|404|0|153|175|111|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|324|46|81.52|46.4|-3275|-2881|407|0|0|0|0|HIC=36MS HIC; 15 MS HIC=245; CNTRH2=HEAD RESTRAINT
5090|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 511|||357|624|287|349|408|0|167|197|95|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|79|137.1|150.8|32.2|-4622|-4495|0|0|0|0|0|
5092|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:064|NO COMMENTS|NO COMMENTS|338|611|221|319|488||106|159|156|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|258|51.9|87.8|43.5|-4163|-2330|401|6616|6846|0|0|CNTRH2: HEAD RESTRAINT
5094|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 032|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|102|11.7|26.7|0|0|0|0|0|0|0|0|
5096|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 153|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|5|7.4|21.3|0|0|0|0|0|0|0|0|
5097|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 153|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|0|17.9|23.7|0|0|0|0|0|0|0|0|
5098|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 153|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|296|10.9|20.9|0|0|0|0|0|0|0|0|
5099|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:027|UNMODIFIED|N0 COMMENTS|0|0|330|200|550|0|0|0|0|240|0|210|0|NA|NOT APPLICABLE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|2|6.5|21.5|21.1|0|0|0|0|0|0|0|DUMMY WAS IN THE FORWARD FACING POSITION LEANING AGAINST DOOR
5100|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:082|UNMODIFIED|N0 COMMENTS|0|0|530|245|700|0|0|0|0|185|0|180|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|9|3.3|9.6|23.7|0|0|0|0|0|0|0|DUMMY WAS IN THE FORWARD FACING POSITION LEANING AGAINST DOOR
5101|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|3C|3 YEAR OLD CHILD|FIRST TECHNOLOGY SAFETY SYSTEMS, S/N:082|UNMODIFIED|N0 COMMENTS|0|0|600|245|710|0|0|0|0|130|0|65|0|CN|CENTER POSITION|AB|AIR BAG|NO|NONE|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|9|7.6|22.6|24.4|0|0|0|0|0|0|0|DUMMY WAS IN THE REARWARD FACING POSITION LEANING AGAINST DOOR
5103|1|02|RIGHT FRONT SEAT|CH|CHILD DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY, S/N: 186|UNMODIFIED|NO COMMENTS|0|0|0|0|0|0|0|0|0|0|0|0|0|CN|CENTER POSITION|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|NO|NONE|6|69.36|82.64|0|0|0|0|0|0|0|0|HIC=36MS; OCCUPANT LEANING AGAINST DOOR
5104|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 505|||312|644|250|364|412|0|191|171|95|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|128|58.9|94.9|26.4|-3693|-4359|0|0|0|0|0|HEAD TO SUNVISOR AND A-PILLAR
5106|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 152|||0|0|0|0|0|0|0|0|0|0|0|0|0|RW|REARWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|11|10.8|25.8|0|0|0|0|0|0|0|0|
5107|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|N|NOT APPLICABLE|0|0|H3|HYBRID III|6C|6 YEAR OLD CHILD|FIRST TECHNOLOGY S/N 153|||0|0|0|0|0|0|0|0|0|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|SB|SEAT BACK|AB|AIR BAG|NO|NONE|NO|NONE|NO|NONE|42|17.6|32.6|0|0|0|0|0|0|0|0|
5109|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||394|728|311|354|397|0|178|218|114|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|387|57.2|83.6|41.2|-4005|-3416|0|2079|3697|0|0|HEAD TO HEADREST
5110|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||402|739|315|387|397|0|169|190|110|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|178|54.1|90.1|34.9|-3163|-1894|0|2235|2994|0|0|HEAD TO HEADREST
5111|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||353|680|252|379|451|0|187|208|103|0|0|0|0|FW|FORWARD OF CENTER POSITION|HC|CHEST|OT|OTHER|NO|NONE|NO|NONE|DP|DASHPANEL|NO|NONE|127|94.9|130.9|25.7|-2107|-1209|0|1693|2913|0|0|HEAD TO HEADREST
5112|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||316|680|257|319|452|0|81|171|133|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|778|72|100.3|43.1|-5976|-4401|0|2670|3034|0|0|HEAD TO HEADREST
5113|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 547|||359|632|329|398|357|0|192|208|94|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|421|55.1|91.1|46.2|-2590|-2132|0|2409|2351|0|0|HEAD TO HEADREST
5116|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|F|FEMALE|0|0|H3|HYBRID III|05|5 PERCENTILE|FIRST TECHNOLOGY S/N 324|||288|648|240|316|438|0|83|170|114|0|0|0|0|FW|FORWARD OF CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|600|86.1|109.6|36.1|-4575|-508|0|3840|2465|0|0|HEAD TO HEADREST
5117|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|MFG: VECTOR S/N:064|NO COMMENTS|NO COMMENTS|295|515|184|304|512||105|131|145|||||CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|DP|DASHPANEL|323|65.6|101.6|44|-3147|-2834|388|7717|5584|0|0|CNTRH2: HEAD RESTRAINT
5130|1|02|RIGHT FRONT SEAT|H3|HYBRID III DUMMY|0|M|MALE|0|0|H3|HYBRID III|50|50 PERCENTILE|FIRST TECHNOLOGY S/ 066|||574|750|180|332|550|0|155|139|156|0|0|0|0|CN|CENTER POSITION|AB|AIR BAG|OT|OTHER|AB|AIR BAG|NO|NONE|DP|DASHPANEL|NO|NONE|433|77.4|113.4|35.1|-3553|-3299|0|4939|0|0|0|HEAD TO HEADREST
